INSTANCE-PROFILE,585763137187,us-east-1,1.1,FAIL,,,[check11] Avoid the use of the root account,us-east-1: Root user in the account was last accessed 1 day ago,Software and Configuration Checks,High,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The "root" account has unrestricted access to all resources in the AWS account. It is highly recommended that the use of this account be avoided.,Follow the remediation instructions of the Ensure IAM policies are attached only to groups or roles recommendation.,http://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,root,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.5,FAIL,,,[check15] Ensure IAM password policy requires at least one uppercase letter,us-east-1: Password Policy missing upper-case requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Requires at least one uppercase letter" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.6,FAIL,,,[check16] Ensure IAM password policy require at least one lowercase letter,us-east-1: Password Policy missing lower-case requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Requires at least one lowercase letter" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.7,FAIL,,,[check17] Ensure IAM password policy require at least one symbol,us-east-1: Password Policy missing symbol requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Require at least one non-alphanumeric character" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.8,FAIL,,,[check18] Ensure IAM password policy require at least one number,us-east-1: Password Policy missing number requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Require at least one number " is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.9,FAIL,,,[check19] Ensure IAM password policy requires minimum length of 14 or greater,us-east-1: Password Policy missing or weak length requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Minimum password length" is set to 14 or greater.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.10,FAIL,,,[check110] Ensure IAM password policy prevents password reuse: 24 or greater,us-east-1: Password Policy missing reuse requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Number of passwords to remember" is set to 24.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.11,FAIL,,,[check111] Ensure IAM password policy expires passwords within 90 days or less,us-east-1: Password expiration is not set,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Password expiration period (in days):" is set to 90 or less.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM,password policy,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.14,FAIL,,,[check114] Ensure hardware MFA is enabled for the root account,us-east-1: Only Virtual MFA is enabled for root,Software and Configuration Checks,Critical,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. For Level 2 it is recommended that the root account be protected with a hardware MFA.,Using IAM console navigate to Dashboard and expand Activate MFA on your root account.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa,IAM,MFA,2021-10-23T19:20:16+0000
INSTANCE-PROFILE,585763137187,us-east-1,1.16,FAIL,,,[check116] Ensure IAM policies are attached only to groups or roles,us-east-1: cloudquery has managed policy directly attached,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM,cloudquery,2021-10-23T19:20:16+0000
